"","iteration","num.plants","plant.size","plant.size.var","aim.sum","aim.count","aim.multiples","haf.sum","haf.count","haf.duplicates","plot.average","plot.max"
"63",63,100,10,5,23.1916111786854,3,0,23.2409381313428,1,0,21.9776575797522,23.3654249860845
"64",64,100,10,5,22.9556117899799,6,0,23.8846706772672,2,0,22.0840296353832,23.5422471234163
"65",65,100,10,5,22.1199133647856,6,0,22.4366361595523,1,0,22.0271005012817,23.4067029424156
"66",66,100,10,5,22.5185368001204,11,1,23.089343176336,4,1,22.0411333777231,23.4246403759419
"67",67,100,10,5,23.2857518462735,8,2,23.6915441509188,2,0,22.0778865722333,23.4522400994261
"68",68,100,10,5,23.4331962863871,16,1,24.3085137439499,6,1,22.040630263456,23.4374980267275
"69",69,100,10,5,22.3378997873844,6,0,23.2343944149022,2,0,22.178293132732,23.4848308690697
"70",70,100,10,5,21.4348333564074,1,0,0,0,0,22.0011446065486,23.334299063684
"71",71,100,10,5,22.7621623162379,11,0,23.5408703431331,3,0,22.0094050827064,23.4168998895202
"72",72,100,10,5,23.0793814982709,5,0,23.7834132862978,2,1,22.0473173130722,23.3815774696401
"73",73,100,10,5,23.5094751427477,6,1,23.7412282814709,4,1,22.1684443452899,23.4839458076692
"74",74,100,10,5,23.1747415841997,3,0,0,0,0,22.1349917863685,23.446024608548
"75",75,100,10,5,22.3003315703859,5,0,22.8259655667231,2,0,22.2214336041243,23.5450341899993
"76",76,100,10,5,23.408272955618,2,0,24.1121765095379,1,0,22.1152915335179,23.4929131378481
"77",77,100,10,5,23.0065869720215,6,0,23.5326911716065,4,1,22.0923318970307,23.4329932334369
"78",78,100,10,5,22.5706361170139,10,2,23.3359657518011,5,0,22.045955237465,23.3661769286486
"79",79,100,10,5,23.0275516157276,8,0,24.1945053736058,3,0,22.1194766225761,23.5105993478236
"80",80,100,10,5,23.2105305034152,9,0,23.3057061909557,2,0,22.1147156075082,23.4264086713543
"81",81,100,10,5,22.4547208259234,9,0,23.0624398594611,3,1,22.2001384802223,23.5626843671548
"82",82,100,10,5,22.4952613367358,6,0,24.2422272851205,1,0,22.0401346653377,23.4499094009633
"83",83,100,10,5,22.8235159118654,8,1,23.1762340423829,4,0,22.1458504859621,23.5605585876689
"84",84,100,10,5,22.6095253291936,14,1,23.2016733143864,5,0,22.0316416736879,23.3257545054473
"85",85,100,10,5,23.5523722973365,7,0,23.7249439762918,3,0,22.2624915346348,23.593869946006
"86",86,100,10,5,23.2883333954353,7,0,23.1002269466107,2,0,22.2388570642912,23.5638375318923
"87",87,100,10,5,22.8012287430361,11,2,23.4853087535375,5,0,22.1455339732615,23.5301377549945
"88",88,100,10,5,22.4229670498556,10,2,23.1816388900298,2,1,22.1501391254701,23.4681422653217
"89",89,100,10,5,22.6987752896567,9,0,23.3109726088049,4,0,22.0820318744978,23.4326273394833
"90",90,100,10,5,21.9833428406166,7,0,22.9900361870142,2,0,21.9317776841948,23.2566553365535
"91",91,100,10,5,22.8737001348909,7,0,23.5858710202988,2,1,22.1435429245769,23.4548127438037
"92",92,100,10,5,22.8813873791759,6,0,23.4933392918828,1,0,22.1316154788942,23.4537157096721
"93",93,100,10,5,22.7807677201276,7,0,24.9439772444255,1,0,22.2285106953174,23.5505903729359
"94",94,100,10,5,22.2165060363517,5,0,23.2414086334491,1,0,22.0681119602098,23.4323580539635
"95",95,100,10,5,21.8227709071431,11,0,22.9549144522164,4,0,22.0322866034633,23.3325590946208
"96",96,100,10,5,23.3271802256257,3,0,0,0,0,22.191309409735,23.5100597779781
"97",97,100,10,5,22.5326252477376,13,0,23.5603248860319,3,0,22.0314715094751,23.3473698805525
"98",98,100,10,5,22.821780019758,10,2,23.0476747464636,4,0,22.1685606873068,23.516594514918
"99",99,100,10,5,22.6991074943473,8,0,22.5826001386418,1,0,22.1365149046054,23.4493497857246
"100",100,100,10,5,23.6926427072307,6,1,23.806449946934,2,0,22.1587497206063,23.5897658110747
